Name,Cite,z,ZCite,IDunWISE,RA,Dec,W1mag,W2mag,lumbol
KUV 18217+6419,1658,0.297,0993,2741p636o0043929,275.4883904,64.34338312,9.49855768311288,8.400736066457043,1.3004902588731679E47
PDS 456,1712,0.184,1712,2622m137o0004842,262.08245018,-14.2655013,8.4831869385604,7.333067407287437,1.1240619977233654E47
3C 273,0719,0.158,2039,1875p015o0018869,187.27794124,2.05240404,8.424642504135498,7.393069156255816,8.479086260802677E46
ABQ J1554-3209,ABQ,0.278,ABQ,2382m319o0012992,238.62952011,-32.16370867,9.850712886133945,8.705361452674929,8.079163216023117E46
PG 1700+518,1645,0.292,1638,2551p514o0028670,255.35347062,51.82232239,10.284619545073008,9.229389558148483,6.063598783350295E46
SDSS J114420.31+113500.8,DR16Q,0.272,DR16Q,1761p121o0003623,176.08464398,11.58357177,10.205606235556154,9.192953447481514,5.542975487976141E46
IRAS 04505-2958,1082,0.286,1137,0730m303o0022187,73.12541806,-29.89313024,10.513989034064783,9.466272015424163,4.680413802001574E46
IRAS 13218+0552,0478,0.203,DR16,2005p060o0005231,201.08289402,5.61797085,9.676581010692535,8.286071076786621,4.659935401002951E46
IRAS 07598+6508,0478,0.148,1638,1223p651o0013067,121.12691747,64.9980323,8.994948703165136,7.908889038260325,4.3460789102444655E46
S2 0109+22,1390,0.265,1628,0179p227o0013118,18.02425276,22.74414438,10.407750402852749,9.536427946948333,4.3355602367639603E46
IRAS 13349+2438,1217,0.107,0838,2047p242o0015216,204.32801001,24.3842398,8.276261685199195,7.070976359458335,4.1795436032035097E46
CGRaBS J0211+1051,0804,0.2,1653,0323p106o0015901,32.80485727,10.85966757,9.762949049113,8.80459421823561,4.1629651733242544E46
PGC 61965,PGC,0.123,1807,2773p726o0033333,277.59651535,73.21964924,8.653659917508161,7.52616411382296,3.983112142108812E46
RXS J03370+4738,1323,0.184,1323,0545p469o0042458,54.26216636,47.64731938,9.627799577179426,8.561308728495252,3.916924585952833E46
IRAS 17500+5046,0478,0.3,0479,2670p514o0001380,267.8192659,50.76078721,10.835156786944962,9.774884193856613,3.886091287403289E46
ABQ J1427-4251,ABQ,0.25,ABQ,2164m425o0010057,216.88602638,-42.85488447,10.419462435378808,9.495210543148255,3.7566751054449723E46
S5 0716+71,1026,0.127,4LAC,1125p711o0020158,110.47262102,71.34342944,8.795104210855069,7.806629235591089,3.7468204954796486E46
SNU J05547+6620,0889,0.186,0889,0890p666o0011281,88.69692358,66.3454849,9.70566205167376,8.648363097724703,3.734322550704747E46
GPQ J220314.98+314538.3,GPQ,0.296,GPQ,3300p318o0019229,330.81241732,31.76065363,10.862322070980428,9.863754633408307,3.67478625307026E46
GPQ J064614.48+160242.7,GPQ,0.249,GPQ,1021p166o0004826,101.56033163,16.04520176,10.469706162592782,9.43970372223405,3.5543228056259027E46
UVQSJ055507.98-211304.9,UVQS,0.286,UVQS,0887m213o0016727,88.78326693,-21.21802914,10.862730563177942,9.81396467539716,3.3945924402649506E46
UVQSJ014850.75-624257.7,UVQS,0.289,UVQS,0284m621o0003170,27.21143812,-62.71603336,10.897877523303585,9.739806984612224,3.3661036298309403E46
SNU J06416+4510,0889,0.297,0889,1001p454o0011165,100.41400649,45.16726797,11.032828768917772,9.896715711635348,3.1651818682404613E46
IRAS 23060+0505,0478,0.173,DR16Q,3478p060o0001391,347.14146915,5.35826563,9.732569000283316,8.595160591715548,3.10331554501248E46
SGRSC J0810-6800,1607,0.231,1607,1226m682o0026405,122.72964759,-68.0021215,10.44154268390188,9.461831641420694,3.07833815986791E46
IRAS 20460+1925,0630,0.181,1928,3120p196o0021094,312.07186286,19.61556536,9.851375468730096,8.600891658833188,3.0739658090847705E46
IRAS 11119+3257,PGC,0.188,DR16Q,1691p333o0002430,168.66205642,32.69266398,9.944444738730736,8.884006624478513,3.0690723353469327E46
IRAS 00275-2859,1914,0.279,2159,0068m288o0012205,7.51753021,-28.70716717,10.93191830037889,9.808216888274936,3.0092157754006767E46
UVQSJ195041.29-200021.6,UVQS,0.292,UVQS,2976m197o0011601,297.67205463,-20.00598111,11.049313106829144,10.102480040579264,2.9981477581881327E46
HS 1859+6909,0553,0.298,0553,2846p696o0009902,284.83662518,69.23653785,11.104519026900377,9.979671094398345,2.9859422928466583E46
PKS 0422+00,0204,0.268,1695,0665p000o0023528,66.1952104,0.6017468,10.848903600782986,9.924513036608122,2.963017863892563E46
6dF J053026.4-345205,6dF,0.298,6dF,0822m349o0014739,82.60983199,-34.8680179,11.141009328815516,9.99620655794124,2.887255979271091E46
2MASS J15168+1900,1737,0.19,1737,2288p196o0001843,229.22182926,19.01340213,10.08272239166086,8.958190756133163,2.7663258574443054E46
HE 1015-1618,1518,0.247,1518,1540m167o0014811,154.56548436,-16.55222052,10.752770439267849,9.733672865444047,2.688986262027423E46
FBQS J074352.0+271239,DR7Q,0.252,DR16Q,1166p272o0013212,115.96678118,27.21098897,10.838583083658389,9.886008070331052,2.600222308339237E46
PHL 1811,1076,0.192,1076,3293m091o0007281,328.75627855,-9.37345293,10.193004765581057,9.144535679265768,2.5579887454442766E46
RXS J00066+4342,0708,0.166,0708,0020p439o0012619,1.65234163,43.70785213,9.845709267100258,8.84011829570148,2.552946737849674E46
RXS J23218-7026,1677,0.3,1677,3510m712o0032071,350.46304412,-70.44559209,11.304558114280008,10.292053456381195,2.5220428867469247E46
PG 0953+415,0716,0.239,0220,1483p408o0018071,149.21832732,41.25618861,10.752661851530876,9.778154086815004,2.4960746982887804E46
PG 1116+215,0226,0.176,DR16Q,1695p212o0013110,169.78619105,21.32165442,10.026086261345952,9.026287398229634,2.459838161109249E46
RXS J22453-4652,0743,0.201,0743,3403m470o0012399,341.33457066,-46.86987919,10.42461942378764,9.39987556971838,2.288583200199544E46
UVQSJ212323.36-714004.4,UVQS,0.291,UVQS,3195m712o0006589,320.84736156,-71.66786932,11.363078346725375,10.323653739993862,2.228047968702777E46
IRAS 00207+1029,1061,0.23,1061,0061p106o0013593,5.839211,10.7725593,10.787684721561767,9.74812618577535,2.2162114517857544E46
PGC 764153,PGC,0.129,2094,3245m273o0020489,325.29266712,-26.76394985,9.408845795932963,8.36496798000675,2.2021351250151687E46
CSO 1022,1446,0.285,DR16Q,2089p363o0013962,208.35887272,36.34710023,11.324414919530998,10.267191398747206,2.2010270454989388E46
6dF J093846.2-215548,6dF,0.249,6dF,1452m213o0001124,144.69252057,-21.9299375,10.99276198857363,9.965380010320422,2.195505542162876E46
BZUJ0110+6805,BZCAT,0.29,4LAC,0158p681o0024468,17.55348637,68.094711,11.371224705164211,10.503045471079169,2.1939804637512665E46
NVSSJ005712+635942,BASS2,0.29,BASS2,0132p636o0039123,14.30348737,63.99527093,11.37838876443498,10.089798986283558,2.1795514853813588E46
RXS J02393-0001,0289,0.262,DR16,0393p000o0011131,39.84529909,-0.02209053,11.131948202467347,10.134422171958786,2.1681982335294048E46
PKS 1302-102,0226,0.286,0220,1969m107o0012240,196.38758073,-10.55536892,11.375687062627383,10.29613894910707,2.1164355116102045E46
NPM1-13.1977,0982,0.274,ABQ,3413m137o0017191,340.73897726,-13.28300351,11.2812349344549,10.24782645535613,2.092964933603401E46
RXS J23149+2243,2015,0.169,2015,3485p227o0013675,348.73287565,22.72299632,10.107802844560789,9.186518749956845,2.0860804506445921E46
RXS J22583-0707,0139,0.215,0139,3447m076o0016431,344.57738903,-7.11747115,10.694999714624968,9.758333150061544,2.0740906152855128E46
4C 25.01,0884,0.284,0554,0050p257o0018163,4.91572273,26.04786871,11.381562189213875,10.441314427074246,2.071412882706788E46
IRASF 02437-1145,1202,0.27,1202,0417m122o0019857,41.5333293,-11.54352417,11.274190621125816,10.09147496079943,2.036992207305265E46
2MASS J10407+5934,0305,0.148,0887,1612p590o0022935,160.18181442,59.56924411,9.834744508083066,8.769845988718503,2.00529968421646E46
2MASS J02313792-2308312,1202,0.249,1202,0374m228o0005353,37.90798208,-23.14198811,11.09180170737163,9.990702590442211,2.0040965952776995E46
PG 0923+201,0340,0.192,DR16Q,1408p196o0013859,141.47801667,19.90140624,10.478324961932037,9.576989908690951,1.966846878261188E46
6dF J220246.4-105551,6dF,0.238,6dF,3307m107o0006997,330.69315265,-10.93099535,11.001657167518776,10.027031990728885,1.9658151116690209E46
LAMOSTJ010818.08+430911.4,LAMQ3,0.289,LAMQ3,0161p424o0033964,17.07541066,43.1532007,11.486335275038687,10.0879960735218,1.9576920692322228E46
IRAS 20037-1547,0301,0.192,1061,3020m152o0006536,301.63261945,-15.65186711,10.513710175400156,9.539478467221244,1.903778708413889E46
2MASS J13070+2338,0305,0.275,1155,1965p242o0002860,196.75261913,23.63478639,11.400997290414134,10.208536167494128,1.890052867246016E46
4C 74.26,1026,0.104,1547,3077p757o0005262,310.65540242,75.13399491,9.078028057897216,8.106111391725046,1.8793560811680717E46
RXS J21004-1709,0139,0.244,0139,3144m167o0005389,315.11574462,-17.15230059,11.122687220661147,10.103900887976597,1.860356724352346E46
2MASS J02156-1510,0305,0.211,0887,0344m152o0012508,33.90995405,-15.17016658,10.770065175496825,9.772768435724092,1.8557670045740948E46
PG 1444+407,0008,0.267,DR16Q,2215p408o0008707,221.69144879,40.58494421,11.353405377435877,10.335656310822204,1.8459911088692859E46
PKS 1635-141,1864,0.257,1864,2498m137o0003942,249.68865923,-14.26393744,11.26974109173714,10.16899317650826,1.8278336699589644E46
ABQ J1904-1706,ABQ,0.199,ABQ,2861m167o0010732,286.01083255,-17.11467797,10.652791069176796,9.638720153240152,1.8138922858350733E46
W2M J030725.00-001901.0,GLIKMA,0.269,GLIKMA,0468p000o0006565,46.85413832,-0.31692927,11.39493786410693,10.265346029009944,1.807223315601716E46
CGRaBS J0814+6431,0804,0.239,1695,1223p651o0003818,123.66327268,64.52279873,11.116718777749398,10.246367819383195,1.7849859726361861E46
6dF J083356.5-010112,6dF,0.291,6dF,1285m016o0024251,128.48521871,-1.02005878,11.610078855865972,10.48117934173847,1.7746974818616224E46
2MASS J15431+1937,0305,0.229,DR16Q,2352p196o0013201,235.78245344,19.631039,11.020919601078658,9.888062814358891,1.770320343499889E46
6dF J161836.4-040943,6dF,0.211,6dF,2445m046o0024852,244.65177886,-4.16173671,10.821929001942278,9.219821196742672,1.7692040226123973E46
6QZ J232426.1-285459,2QZ,0.275,2QZ,3514m288o0010029,351.10882688,-28.9163434,11.474027133716918,10.46338232637036,1.7671036128807002E46
IRAS 17490+2659,0478,0.145,0479,2670p272o0013364,267.77312384,26.9842469,9.927758887171322,8.952590423240942,1.7602325661106608E46
RXS J03552-5451,0167,0.269,0167,0587m546o0009742,58.80548413,-54.865969,11.424651045288227,10.404562257851168,1.7584359274786073E46
6dF J112914.9-383731,6dF,0.233,6dF,1724m379o0000468,172.31225913,-38.62516635,11.070960811127986,10.14428521853712,1.7579036917063666E46
CT 638,0226,0.265,0846,0493m349o0018947,49.52699893,-34.44335627,11.39016143144394,10.382287405010842,1.7542068926115597E46
IRAS 14254-2655,0037,0.253,0037,2163m273o0016712,217.09350031,-27.14961766,11.277671843944368,10.069863367659025,1.7509793418051418E46
GPQ J013750.52+523231.9,GPQ,0.232,GPQ,0246p530o0009152,24.4604135,52.54218075,11.084259891121604,10.001379761314046,1.719732250758799E46
2MASX J09462082+3347464,DR7Q,0.239,DR16,1457p333o0019288,146.58695217,33.79634227,11.163602192668495,10.350008932598843,1.70954856026091E46
3C 410,GAIA2,0.289,GAIA2,3043p302o0006748,305.02731799,29.70396973,11.635830660911616,10.51582082345414,1.7058711606923848E46
UVQSJ175636.27-501017.7,UVQS,0.248,UVQS,2694m500o0020056,269.15115261,-50.17157661,11.257019104366242,10.243361311955184,1.705563050685745E46
SDSS J135550.20+204614.5,DR16Q,0.196,DR16Q,2082p212o0005795,208.95916388,20.77073328,10.684833225559007,9.64582695758448,1.7025293155115602E46
IRAS 18508-7815,0478,0.161,1089,2808m788o0034701,284.64312406,-78.19777245,10.216140854078478,9.217600660294735,1.6969705793917718E46
IRAS 10479-2808,0478,0.19,0369,1628m288o0022212,162.57320404,-28.39856244,10.615276671350417,9.509836017209242,1.6938760376347868E46
IRASF 00063-6249,1202,0.184,1202,0031m621o0005956,2.21777528,-62.55380959,10.53900958273138,9.533315331250638,1.6922370829893042E46
QORG J024958.7-550320,1105,0.23,1105,0434m546o0005447,42.49469723,-55.05538799,11.092633029398986,9.95127459250623,1.6735237170779849E46
RXS J10547+4831,0102,0.286,DR16Q,1642p484o0013277,163.68630777,48.5275284,11.635047195434238,10.588028385015509,1.6667136293057553E46
1E 0514-0030,1008,0.291,1957,0786p000o0005926,79.13955057,-0.45378377,11.682318208327205,10.64369776449684,1.660460665498233E46
ABQ J1455-4744,ABQ,0.202,ABQ,2227m485o0049810,223.87287585,-47.74905323,10.789952355928898,9.929996051632855,1.65288800986136E46
6dF J043618.2-105117,6dF,0.27,6dF,0692m107o0009439,69.07592438,-10.85482185,11.5128643317999,10.40464105944248,1.635008004977641E46
BL LAC,1652,0.069,1938,3296p424o0020554,330.68036287,42.27778087,8.306438905746882,7.303857954866768,1.605998468624459E46
F2M J143920.95+113605.5,0683,0.296,0683,2193p121o0004597,219.8373318,11.60149655,11.765930770584951,10.728204349288568,1.598779618699078E46
IRAS 09149-6206,1432,0.057,1824,1389m621o0018269,139.03920224,-62.32486198,7.892868684696648,6.821441580641048,1.5774049495691113E46
2MASS J03489+1255,0305,0.21,1155,0574p136o0001369,57.24025395,12.92984086,10.938933768010358,9.398814091330305,1.571652395313845E46
PKS 0301-243,0390,0.26,0579,0462m243o0015425,45.86040593,-24.11984223,11.467883028720095,10.647101298218043,1.5636785576803117E46
ABQ J1544-2016,ABQ,0.23,ABQ,2368m197o0003767,236.10838544,-20.27619335,11.16712746798494,10.118575823002011,1.5625506220103607E46
DMS 0059-0055,0169,0.294,DR16Q,0151p000o0001809,15.60961146,-0.65124115,11.782568386356564,10.733952377915582,1.5501134747535316E46
FBQS J00369-0113,0680,0.294,DR16,0090m016o0016127,9.24927769,-1.2256609,11.78582548509983,10.626180953454831,1.5454702592633854E46
TGS140Z058,2dF,0.213,2dF,0083m258o0002890,8.6779168,-26.35480776,10.99246402566395,9.850334448972651,1.5443387943445856E46
UVQSJ143844.97-040318.2,UVQS,0.284,UVQS,2202m046o0020151,219.68740087,-4.05507788,11.72215235427752,10.68972011509697,1.513667920393041E46
LAMOSTJ010415.77+402243.9,0883,0.193,0883,0158p408o0005590,16.06571078,40.37890668,10.776372659187125,9.807307332885598,1.51206021307756E46
W2M J115449.31+112705.8,W2M2,0.3,W2M2,1792p121o0001830,178.70550281,11.45163589,11.86151718573174,10.52087862353972,1.5099718077969735E46
2MASS J00413+2816,1737,0.194,1737,0102p287o0005040,10.32791642,28.27800154,10.799251887155927,9.867976679648596,1.4976523014702288E46
2MASS J15071-1225,0305,0.185,0887,2271m122o0008679,226.77656177,-12.42110002,10.690642706460874,9.583258823800998,1.4894529960505713E46
SDSS J154518.05+463837.9,DR16Q,0.228,DR16Q,2356p469o0010296,236.32519264,46.64389615,11.203978390991445,10.221906167787608,1.4809682565198326E46
6dF J213836.9-284058,6dF,0.291,0873,3240m288o0014624,324.65385291,-28.68291157,11.808156351997097,10.29321917216592,1.4787451547326522E46
RXS J21397+0246,0102,0.26,0100,3252p030o0009754,324.93412198,2.76809549,11.528548195063356,10.471464684329694,1.4787045673390888E46
IGR J10147-6354,1213,0.202,1213,1552m637o0017579,153.56480336,-63.86390917,10.912095180020474,9.80949154727808,1.477019740202353E46
SDSS J220546.32+005319.2,DR16Q,0.285,DR16Q,3312p015o0002598,331.44304356,0.88871774,11.76919365021271,10.720840384922024,1.4612142093238873E46
F2MS J1340+0514,1904,0.264,1904,2050p045o0024243,205.16532927,5.23881117,11.582402654610329,10.44257043388133,1.4569401816055418E46
3C 323.1,2125,0.265,DR16Q,2373p212o0008367,236.93141522,20.87130839,11.60478198924649,10.561738624026178,1.4395693450395585E46
2MASS J03374281-2522095,1202,0.273,1202,0550m258o0019546,54.42841353,-25.36931093,11.67864327971802,10.559827772945043,1.4393602469727839E46
PKS 2135-14,0976,0.2,2039,3239m152o0023699,324.43832025,-14.5488047,10.922507329003398,9.956164601407004,1.4308017600534722E46
HS 0306+1051,0754,0.15,0754,0476p106o0019122,47.23631956,11.05426073,10.237967786098302,9.34256780298658,1.424369524144303E46
QBQS J122810.15-092703.3,QUBRIC,0.22,QUBRIC,1868m091o0006805,187.04227725,-9.4509479,11.16274642121439,10.008742709678058,1.4195155161665375E46
PKS 1143-696,1147,0.244,1147,1758m697o0017939,176.47348622,-69.9004888,11.418217987186532,10.44990707049063,1.4170459128261382E46
RXS J12510+6603,0102,0.283,DR16Q,1929p666o0003131,192.75183338,66.05744111,11.794011238143687,10.809890079950558,1.4053221726998009E46
SDSS J093844.45+005715.7,DR16Q,0.171,DR16Q,1452p015o0003410,144.68524588,0.95435676,10.56504048321916,9.399938041953202,1.4050685860498051E46
ABQ J0555-5100,ABQ,0.263,ABQ,0882m515o0030864,88.87611413,-51.00481488,11.613864500666686,10.581776313501418,1.403140979154346E46
2MASS J01085+2148,1737,0.285,1737,0177p212o0022306,17.14645079,21.80513923,11.817381014155009,10.624230534392156,1.397780383269985E46
RXS J02360+0821,2016,0.228,2016,0382p090o0000715,39.00571876,8.35754064,11.268902280528051,10.330477169987066,1.395006380573075E46
S5 1345+73,1026,0.29,1802,2091p726o0031851,206.53537048,73.34814349,11.86738228572148,10.961361158023298,1.389215831442532E46
2MASS J12214-1111,0305,0.209,0887,1846m107o0002808,185.35552204,-11.19380153,11.063214948114348,9.981590864219305,1.3867690705646553E46
HE 1453-0303,NED,0.206,NED,2238m031o0009428,224.04778427,-3.25744324,11.040784776083932,10.008108076950384,1.3706685876881611E46
SDSS J135947.35+103318.4,DR16Q,0.283,DR16Q,2092p106o0012025,209.94732,10.5551348,11.823826983867004,10.766100298865396,1.3672552516334553E46
MRC 0116-190,PGC,0.278,6dF,0190m182o0001837,19.64267082,-18.82145163,11.786444314529383,10.751424718318807,1.3585443183715358E46
HS 1603+4842,0770,0.295,DR16Q,2407p484o0020020,241.28303496,48.57280586,11.93944453478838,10.97713497117601,1.3520829721449011E46
UVQSJ015306.74+395545.2,UVQS,0.212,UVQS,0290p393o0027944,28.27807007,39.92924924,11.12957944558783,10.183218057822623,1.3468433126062128E46
UVQSJ191113.72-740834.0,UVQS,0.252,UVQS,2858m743o0021425,287.80729589,-74.14277075,11.563587348193089,10.39367971547068,1.3335483738430134E46
OQ 530,1023,0.152,DR16,2144p545o0011956,214.94416291,54.38741498,10.342124255256843,9.375720332813351,1.3320954964521254E46
IRAS 20520-2329,0399,0.206,1304,3143m228o0003385,313.73874415,-23.3069028,11.072126014292792,10.097171330352383,1.3316680027269477E46
PG 0804+761,1645,0.1,2039,1219p757o0022743,122.74441045,76.04512613,9.361637796285605,8.336563545634583,1.331079284650822E46
PKS 0754+100,1849,0.266,0321,1199p106o0002413,119.27767004,9.94302843,11.706408758662253,10.67698674912934,1.3222437064967089E46
HE 0427-2247,1518,0.269,1518,0667m228o0013516,67.39745936,-22.68464593,11.736836594941378,10.686384831689107,1.3190228788945922E46
3C 206,PGC,0.198,2039,1297m122o0014168,129.96078964,-12.24286482,10.996833300546708,10.032421655257194,1.3065243476780377E46
RXS J17102+3344,0102,0.207,DR16Q,2573p333o0027457,257.55587227,33.73406785,11.10903265323108,10.123832283602177,1.301174193866413E46
SNU J13120+0641,1070,0.242,DR16Q,1974p060o0022255,198.01961309,6.68545384,11.492413290638536,10.517585751323256,1.2990109183339958E46
PKS 2155-304,1675,0.116,1626,3304m303o0014291,329.71691315,-30.22559794,9.736991210724144,8.904989771445473,1.2944310444424773E46
HE 1115-1735,1518,0.217,1518,1696m182o0018194,169.54454815,-17.866493,11.229585071741582,10.285551301530962,1.2942410800801817E46
PHL 2525,1048,0.2,1048,0000m122o0001902,0.10169261,-12.76330476,11.036517395057272,10.044061824257769,1.2881766992117693E46
HE 1009-0702,2086,0.27,2086,1525m076o0017408,152.90961381,-7.28582085,11.773856089829904,10.733931032677557,1.2856512608934698E46
PGC 244071,PGC,0.114,UVQS,3077m758o0021908,307.67389579,-75.54530099,9.711639510321396,8.61347428693459,1.2764008025576696E46
ABQ J1738+0042,ABQ,0.212,ABQ,2647p000o0046394,264.71424775,0.71064781,11.19086140632342,10.195627788556347,1.2729293201024366E46
MQS J051221.49-710555.6,1005,0.286,1005,0765m712o0031318,78.08867213,-71.09884939,11.932212293527186,10.631470480283944,1.267637118542361E46
RXS J03510-5028,1677,0.267,1677,0580m500o0006311,57.75944559,-50.4751431,11.765985992017956,10.82905850758518,1.2624010849210088E46
6dF J001143.2-384913,6dF,0.254,6dF,0038m394o0021527,2.93003814,-38.82039529,11.64305533153188,10.317250951597217,1.2618841429389242E46
TGS387Z001,2dF,0.281,2dF,0313m303o0008888,32.17002739,-30.51012047,11.895262570923244,10.686262255818198,1.2595594650195853E46
PKS 1549-79,2025,0.152,0151,2376m788o0008669,239.24533115,-79.23451678,10.412963100094096,9.27191097287803,1.247957576687453E46
SDSS J114646.02+371511.7,DR16Q,0.295,DR16Q,1762p378o0002564,176.69179361,37.25326985,12.02894446341043,11.113383459484089,1.245097531097992E46
IRAS 06269-0543,0399,0.117,1304,0972m061o0032216,97.3532212,-5.75732678,9.801142481492736,8.721327717083724,1.2428997131086564E46
SDSS J153049.50+202604.8,DR16,0.216,LOZAGN,2320p196o0028080,232.70623036,20.43470121,11.263848201522933,10.20613120230304,1.2411057006343588E46
SNU J21279+2719,0889,0.197,0889,3228p272o0022262,321.98526912,27.31831646,11.043024080340231,9.963173762495616,1.2380587680395108E46
SDSS J093433.95+030645.1,DR16Q,0.298,DR16Q,1436p030o0014439,143.64144853,3.11252142,12.069587716147607,11.11687062684333,1.2275916747286988E46
IRAS 00397-1312,PGC,0.261,0873,0108m137o0020864,10.56462942,-12.93420036,11.740498440587064,9.65045964847356,1.2271475508160262E46
LAMOSTJ071113.14+544653.2,LAMDR6,0.212,LAMDR6,1072p545o0021706,107.80476744,54.78148579,11.232723186121206,10.28360399460998,1.224784207914571E46
4C 28.53,2015,0.229,2016,3342p287o0023621,333.90348888,29.04330343,11.42428817227511,10.414822904745654,1.2209684210771177E46
PG 1402+261,0226,0.164,2022,2116p257o0016597,211.31759372,25.92615266,10.619859664051464,9.569149565937966,1.2184372067137354E46
2MASS J08593+5948,0305,0.28,0887,1350p605o0000203,134.83856854,59.80580293,11.92438875149656,10.690868348084075,1.216249043793193E46
SBS 0852+601,1779,0.283,LOZAGN,1350p605o0002970,134.13746082,59.96304683,11.95451493226754,10.941928476960316,1.21220039395666E46
CTS A29.01,1229,0.181,1518,0712m349o0016821,71.65604411,-34.72958905,10.864582719545496,9.847783442488344,1.2089716928918973E46
RXS J04285-1734,1677,0.205,1677,0666m182o0024243,67.12945272,-17.57568573,11.167954865332083,10.114840176395765,1.205982894574741E46
6dF J092317.3-022238,6dF,0.271,6dF,1406m031o0023815,140.82217643,-2.37713541,11.85436486623213,10.901059680098207,1.2038872134734507E46
FIRST J125807.4+232921,DR7Q,0.258,DR16Q,1938p227o0024937,194.53110157,23.4893544,11.732812065888409,10.55317519000972,1.2037725655335333E46
PKS 2349-01,0227,0.174,DR16,3584m016o0016210,357.98384382,-1.15366899,10.775285602894742,9.817538138430171,1.2029966729162033E46
2MASS J22180018-3957228,1202,0.244,1202,3348m394o0003394,334.50074375,-39.95631296,11.596955718545797,10.470459466032947,1.2019567181861922E46
SDSS J125739.32+080931.7,DR16Q,0.272,DR16Q,1937p075o0021482,194.41386766,8.15882617,11.869810140500498,10.931815845854784,1.1969097261463426E46
IRAS 09426+1929,2160,0.284,2160,1456p196o0005256,146.37179854,19.26355014,11.980846772008046,11.057851425731242,1.1927593778447617E46
PG 1004+130,0204,0.241,DR16Q,1514p121o0023005,151.85875255,12.81561419,11.575337605359428,10.492142775904016,1.1922667716291895E46
SBS 1042+523,0454,0.284,DR16,1621p514o0022781,161.42400035,52.04321338,11.982126366976145,10.92070586637127,1.1913544786953586E46
PGC 879742,PGC,0.216,0887,1998m182o0021447,199.26818184,-17.65357348,11.311330519709932,10.22415949405314,1.187998365548601E46
LAMOSTJ073250.30+473852.8,LAMQ5,0.299,LAMQ5,1134p469o0027305,113.20960667,47.64804074,12.120656297403706,11.123481423412173,1.1802526710653572E46
2MASX J11552373+1507564,DR7Q,0.288,DR16Q,1784p151o0011724,178.84891737,15.13246624,12.030211613375029,10.9497119374933,1.176897708969989E46
HE 0340-2703,1518,0.283,1518,0557m273o0019710,55.5854279,-26.89978976,11.990446743708624,10.803476458602685,1.1727398861846108E46
SDSS J152428.67+303237.5,DR16Q,0.274,DR16Q,2313p302o0018988,231.1194782,30.54373466,11.915289728085286,10.941695833049115,1.1671859056595151E46
2MASX J13075656+0107094,DR7Q,0.276,DR16Q,1966p015o0005852,196.98575415,1.11936779,11.943859158301883,10.94799478227414,1.155936733281048E46
QBQS J215849.70-703552.2,QUBRIX,0.218,QUBRIX,3285m712o0028852,329.70701463,-70.59788452,11.365557850773897,10.30631247193952,1.1537404491344518E46
PGC 2231560,PGC,0.182,DR16Q,1248p439o0011764,125.79705867,43.88846205,10.929487613496,10.04457076046236,1.1527972925659608E46
UM 492,DR7Q,0.24,DR16Q,1845p015o0018704,185.04953368,2.06172223,11.603497460142451,10.685567920486974,1.1508647127366132E46
B2 1147+24,2062,0.2,0011,1783p242o0014024,177.58008646,24.29826555,11.15917216004007,10.163880127627577,1.150571290910247E46
UVQSJ203311.76+173234.0,UVQS,0.234,UVQS,3076p181o0004652,308.29904085,17.54277918,11.551237652119664,10.544087219435829,1.1404659126402212E46
LAMOSTJ013156.01+022542.0,LAMQ5,0.287,LAMQ5,0226p030o0002607,22.98334696,2.42833743,12.05688040936094,11.043790472380744,1.1392132168948576E46
RXS J16261+3359,0102,0.205,DR16Q,2465p333o0031831,246.5301947,33.98758013,11.234786455904896,10.272090574387638,1.1339881379890756E46
UGC 8058,PGC,0.041,1728,1938p575o0001950,194.05923642,56.87366305,7.5114605036439634,6.278940515690241,1.1334840261646529E46
6dF J071029.7-390141,6dF,0.163,6dF,1083m394o0032256,107.62364085,-39.02811575,10.684547645072886,9.744001500337545,1.1326334865531468E46
6dF J225459.9-391304,6dF,0.262,6dF,3445m394o0016293,343.74956114,-39.21760107,11.83701173428571,10.799569294221744,1.1325922186548719E46
S4 0830+42,0816,0.253,0816,1294p424o0012735,128.47448865,42.40053566,11.752158265639965,10.826986824466609,1.1310621089747877E46
RXS J05166-5146,1677,0.222,1677,0786m515o0011459,79.15945633,-51.78041899,11.43246198523002,10.412121671758452,1.130022132497909E46
1RXS J175252.0-053210,1214,0.136,1214,2688m061o0043356,268.21862343,-5.53512463,10.258794688897634,9.221304081404831,1.1287777065778392E46
IRAS 09435-1307,0478,0.131,0479,1458m137o0018838,146.50306628,-13.35053433,10.173748103259076,8.97884887624784,1.1255086336500348E46
TXS 2345+086,1436,0.292,1436,3569p090o0009421,356.90898502,8.87957593,12.118591214358652,11.20407712270562,1.1198034197117789E46
MG1J041325+1659,BASS2,0.212,BASS2,0628p166o0018598,63.34301407,16.99753649,11.330388013862766,10.23708947349094,1.11942150792466E46
RXS J14401+6156,0102,0.276,DR16Q,2210p620o0014009,220.05319955,61.94253445,11.981385365039372,10.974281383349878,1.1166667436003797E46
MS 13396+0519,0336,0.264,DR16Q,2050p045o0021960,205.52739191,5.0899597,11.87352310324952,10.720207892649238,1.11427796305673E46
GPQ J053546.03+213021.9,GPQ,0.233,GPQ,0839p212o0030756,83.94179182,21.50607462,11.567076102740696,10.490179928029749,1.1131378787931501E46
